intersection,road,intersection_key,road_key
จุดกลับรถก่อนถึงทางเข้าหน้าวัดหนองผักชี(ใกล้ชุมชนระเบียงทอง3),รัตนโกสินทร์สมโภชน์,จุดกลับรถก่อนถึงทางเข้าหน้าวัดหนองผักชี(ใกล้ชุมชนระเบียงทอง3),รัตนโกสินทร์สมโภชน์
จุดกลับรถหน้าวัดหนองผักชี,รัตนโกสินทร์สมโภชน์,จุดกลับรถหน้าวัดหนองผักชี,รัตนโกสินทร์สมโภชน์
สะพานแดง,พระรามที่5,สะพานแดง,พระรามที่5
สะพานแดง,เตชะวณิช,สะพานแดง,เตชะวณิช
สะพานแดง,ทหาร,สะพานแดง,ทหาร
สะพานแดง,ประดิพัทธ์,สะพานแดง,ประดิพัทธ์
กำแพงเพชร,พหลโยธิน,กำแพงเพชร,พหลโยธิน
กำแพงเพชร,กําแพงเพชร,กำแพงเพชร,กําแพงเพชร
กำแพงเพชร,ซอนพหลโยธิน18,กำแพงเพชร,ซอนพหลโยธิน18
นพวงศ์,มิตรพันธ์,นพวงศ์,มิตรพันธ์
นพวงศ์,กรุงเกษม,นพวงศ์,กรุงเกษม
นพวงศ์,หลวง,นพวงศ์,หลวง
พระรามที่2-แสมดำ,แสมดำ,พระรามที่2-แสมดำ,แสมดำ
พระรามที่2-แสมดำ,พระรามที่2,พระรามที่2-แสมดำ,พระรามที่2
แสมดำ-ซอยแสมดำ24,แสมดำ,แสมดำ-ซอยแสมดำ24,แสมดำ
แสมดำ-ซอยแสมดำ24,ซอยแสมดำ24,แสมดำ-ซอยแสมดำ24,ซอยแสมดำ24
ถนนทวีวัฒนา-ซอยศาลาธรรมสพน์,ทวีวัฒนา,ถนนทวีวัฒนา-ซอยศาลาธรรมสพน์,ทวีวัฒนา
ถนนทวีวัฒนา-ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์,ถนนทวีวัฒนา-ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์
ถนนพุทธสาย3-ซอยศาลาธรรมสพน์,พุทธมณฑลสาย3,ถนนพุทธสาย3-ซอยศาลาธรรมสพน์,พุทธมณฑลสาย3
ถนนพุทธสาย3-ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์,ถนนพุทธสาย3-ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์
ถนนพุทธสาย2-ซอยศาลาธรรมสพน์,พุทธมณฑลสาย2,ถนนพุทธสาย2-ซอยศาลาธรรมสพน์,พุทธมณฑลสาย2
ถนนพุทธสาย2-ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์,ถนนพุทธสาย2-ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์
ร่มเกล้า,ร่มเกล้า,ร่มเกล้า,ร่มเกล้า
ร่มเกล้า,รามคำแหง,ร่มเกล้า,รามคำแหง
ทุ่งครุ,ประชาอุทิศ,ทุ่งครุ,ประชาอุทิศ
ทุ่งครุ,ครุใน,ทุ่งครุ,ครุใน
เกษะโกมล,พระรามที่5,เกษะโกมล,พระรามที่5
เกษะโกมล,อำนวยสงคราม,เกษะโกมล,อำนวยสงคราม
เกษะโกมล,เศรษฐศิริ,เกษะโกมล,เศรษฐศิริ
ปากซอยสรงประภา24,สรงประภา,ปากซอยสรงประภา24,สรงประภา
สรงประภา-นาวงค์ประชาพัฒนา,นาวงค์ประชาพัฒนา,สรงประภา-นาวงค์ประชาพัฒนา,นาวงค์ประชาพัฒนา
สรงประภา-นาวงค์ประชาพัฒนา,สรงประภา,สรงประภา-นาวงค์ประชาพัฒนา,สรงประภา
ลาซาล,สุขุมวิท,ลาซาล,สุขุมวิท
