intersection,road,intersection_key,road_key
ทางข้ามหน้าปากซอยเฉลิมพระเกียรติ43,เฉลิมพระเกียรติ ร.9,ทางข้ามหน้าปากซอยเฉลิมพระเกียรติ43,เฉลิมพระเกียรติ ร.9
พัฒนาการ - เฉลิมพระเกียรติ ร.9,เฉลิมพระเกียรติ ร.9,พัฒนาการ - เฉลิมพระเกียรติ ร.9,เฉลิมพระเกียรติ ร.9
พัฒนาการ - เฉลิมพระเกียรติ ร.9,ทางเข้าหมู่บ้าน,พัฒนาการ - เฉลิมพระเกียรติ ร.9,ทางเข้าหมู่บ้าน
พัฒนาการ - เฉลิมพระเกียรติ ร.9,พัฒนาการ,พัฒนาการ - เฉลิมพระเกียรติ ร.9,พัฒนาการ
จุดกลับรถก่อนถึงทางเข้าหน้าวัดหนองผักชี (ใกล้ชุมชนระเบียงทอง3),รัตนโกสินทร์สมโภชน์,จุดกลับรถก่อนถึงทางเข้าหน้าวัดหนองผักชี (ใกล้ชุมชนระเบียงทอง3),รัตนโกสินทร์สมโภชน์
จุดกลับรถหน้าวัดหนองผักชี,รัตนโกสินทร์สมโภชน์,จุดกลับรถหน้าวัดหนองผักชี,รัตนโกสินทร์สมโภชน์
สะพานแดง,พระรามที่ 5,สะพานแดง,พระรามที่ 5
สะพานแดง,เตชะวณิช,สะพานแดง,เตชะวณิช
สะพานแดง,ทหาร,สะพานแดง,ทหาร
สะพานแดง,ประดิพัทธ์,สะพานแดง,ประดิพัทธ์
กำแพงเพชร,พหลโยธิน,กำแพงเพชร,พหลโยธิน
กำแพงเพชร,กำแพงเพชร,กำแพงเพชร,กำแพงเพชร
กำแพงเพชร,ซอนพหลโยธิน 18,กำแพงเพชร,ซอนพหลโยธิน 18
นพวงศ์,มิตรพันธ์,นพวงศ์,มิตรพันธ์
นพวงศ์,กรุงเกษม,นพวงศ์,กรุงเกษม
นพวงศ์,หลวง,นพวงศ์,หลวง
พระรามที่2 - แสมดำ,แสมดำ,พระรามที่2 - แสมดำ,แสมดำ
พระรามที่2 - แสมดำ,พระรามที่ 2,พระรามที่2 - แสมดำ,พระรามที่ 2
แสมดำ- ซอยแสมดำ 24,แสมดำ,แสมดำ- ซอยแสมดำ 24,แสมดำ
แสมดำ- ซอยแสมดำ 24,ซอยแสมดำ 24,แสมดำ- ซอยแสมดำ 24,ซอยแสมดำ 24
ถนนทวีวัฒนา - ซอยศาลาธรรมสพน์,ทวีวัฒนา,ถนนทวีวัฒนา - ซอยศาลาธรรมสพน์,ทวีวัฒนา
ถนนทวีวัฒนา - ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์,ถนนทวีวัฒนา - ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์
ถนนพุทธสาย 3 - ซอยศาลาธรรมสพน์,พุทธมณฑลสาย 3,ถนนพุทธสาย 3 - ซอยศาลาธรรมสพน์,พุทธมณฑลสาย 3
ถนนพุทธสาย 3 - ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์,ถนนพุทธสาย 3 - ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์
ถนนพุทธสาย 2- ซอยศาลาธรรมสพน์,พุทธมณฑลสาย 2,ถนนพุทธสาย 2- ซอยศาลาธรรมสพน์,พุทธมณฑลสาย 2
ถนนพุทธสาย 2- ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์,ถนนพุทธสาย 2- ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์
ร่มเกล้า,ร่มเกล้า,ร่มเกล้า,ร่มเกล้า
ร่มเกล้า,รามคำแหง,ร่มเกล้า,รามคำแหง
ทุ่งครุ,ประชาอุทิศ,ทุ่งครุ,ประชาอุทิศ
ทุ่งครุ,ครุใน,ทุ่งครุ,ครุใน
เกษะโกมล,พระรามที่ 5,เกษะโกมล,พระรามที่ 5
เกษะโกมล,อำนวยสงคราม,เกษะโกมล,อำนวยสงคราม
เกษะโกมล,เศรษฐศิริ,เกษะโกมล,เศรษฐศิริ
ปากซอยสรงประภา 24,สรงประภา,ปากซอยสรงประภา 24,สรงประภา
สรงประภา - นาวงค์ประชาพัฒนา,นาวงค์ประชาพัฒนา,สรงประภา - นาวงค์ประชาพัฒนา,นาวงค์ประชาพัฒนา
